#Wavelength range: 3800 - 9000   Unit: Angstrom   Type: Air
#Radial velocity: 0 km/s
#Wavelength accuracy upper limit: 5%
#Element/Spectrum: H I, He I-II, O I-IV, C I-IV, Ne I-III, Fe I-III, N I-IV, Si I-IV, Mg I-IV, S I-IV, V I-II, Cr I-II, Ni I-II, Sc I-II, Ti I-II, Ca I-II, Na I-II
#Minimum line strength: -0.5 Type: log(gf)
#Include lines without atomic data: false
#Minimum abundance: no minimum
#Lower level energy range: no restrictions   Unit: cm^-1
#Upper level energy range: no restrictions
#Maximum for principal quantum number n: no restrictions
#Transition types included: E1
#Transitions from auto-ionizing levels: included
wl_air, spc, -lg(gf), tpf, ref
6653.834,	O I,	-0.4119,	3,	ASD
6660.53,	Si II,	0.1615,	3,	ASD
6661.08,	Cr I,	-0.1812,	ASD,	ASD
6665.03,	Si II,	-0.2402,	3,	ASD
6665.5,		O III,	0.0021,	3,	039
6665.7,		Ni II,	0.0374,	30,	100
6667.57,	Si IV,	0.486,	18,	ASD
6671.84,	Si II,	0.4406,	3,	ASD
6676.8,		O III,	-0.3508,	3,	039
6677.82,	Ni II,	-0.2233,	30,	100
6678.1517038,	He I,	0.3285,	31,	112
6678.2769,	Ne I,	-0.109,	6,	023
6681.08,	Ni II,	-0.3915,	30,	100
6683.201,	He II,	-0.4794,	28,	007
6699.43,	Si II,	-0.2424,	3,	ASD
6701.21,	Si IV,	0.7404,	18,	ASD
6701.25,	Si IV,	-0.2141,	18,	ASD
6716.97,	Si II,	-0.1364,	3,	ASD
6717.0436,	Ne I,	-0.3546,	6,	023
6720.6,		C III,	-0.2426,	3,	"ASD,	070"
6731.04,	C III,	-0.2917,	3,	ASD
6738.61,	C II,	-0.478,	24,	ASD
6744.39,	C III,	-0.0215,	3,	ASD
6750.34,	Si II,	-0.2123,	3,	ASD
6750.54,	C II,	-0.1939,	24,	ASD
6757.153,	S I,	-0.3549,	7,	ASD
6779.1,		C II,	-0.2404,	24,	ASD
6779.94,	C II,	0.0146,	24,	ASD
6780.59,	C II,	-0.3861,	24,	ASD
6783.91,	C II,	0.2912,	24,	ASD
6787.21,	C II,	-0.3897,	24,	ASD
6791.47,	C II,	-0.2861,	24,	ASD
6800.69,	C II,	-0.3636,	24,	ASD
6803.9,		S IV,	0.5469,	3,	ASD
6808.3,		S IV,	0.4296,	3,	ASD
6809.98,	N II,	-0.2574,	3,	030
6810.59,	Si III,	-0.3642,	3,	ASD
6813.609,	Ni I,	-0.3595,	30,	095
6818.0,		O IV,	-0.3882,	U3,	ASD
6829.8,		Si II,	-0.2654,	3,	ASD
6831.55,	Si III,	0.0874,	3,	ASD
6834.07,	Si III,	-0.1346,	3,	ASD
6834.09,	N II,	-0.4808,	3,	030
6851.76,	Si III,	-0.2944,	3,	ASD
6852.6,		S IV,	0.3027,	3,	ASD
6854.0,		S IV,	0.1757,	3,	ASD
6855.1612,	Fe I,	-0.3925,	30,	061
6857.03,	N II,	-0.2724,	3,	030
6869.58,	N II,	-0.0514,	3,	030
6874.8,		C IV,	-0.2615,	3,	045
6877.0,		N IV,	0.096,	3,	ASD
6877.0,		N IV,	-0.175,	3,	ASD
6879.65,	Ne III,	-0.3709,	3,	008
6882.47,	Cr I,	-0.3739,	ASD,	ASD
6883.0,		Cr I,	-0.4208,	ASD,	ASD
6886.94,	Ne III,	0.1057,	3,	008
6887.83,	N II,	0.0936,	3,	030
6890.899,	He II,	-0.3368,	28,	007
6895.102,	O II,	0.1899,	3,	ASD
6895.41,	Ne III,	0.3271,	3,	008
6905.27,	Ni II,	-0.3851,	30,	100
6906.436,	O II,	0.0254,	3,	ASD
6907.873,	O II,	-0.3637,	3,	ASD
6910.562,	O II,	-0.1598,	3,	ASD
6920.94,	Ni II,	-0.262,	30,	100
6922.35,	O II,	-0.3591,	3,	ASD
6925.2,		Cr I,	-0.3295,	ASD,	ASD
6929.4681,	Ne I,	-0.1979,	6,	023
6930.14,	Ni II,	-0.4089,	30,	100
6953.01,	Ne III,	-0.1199,	3,	008
6954.9,		C II,	-0.3193,	3,	ASD
6958.24,	Ni II,	-0.4449,	30,	100
6963.7,		S IV,	-0.0786,	3,	ASD
6978.2,		S IV,	0.2216,	3,	ASD
6978.49,	Cr I,	0.1431,	ASD,	ASD
6979.8,		Cr I,	-0.4111,	ASD,	ASD
6988.32,	Si III,	-0.4948,	3,	ASD
6998.36,	Si IV,	0.5048,	18,	ASD
6998.36,	Si IV,	0.3499,	18,	ASD
7003.3,		S IV,	0.256,	3,	ASD
7004.31,	Si III,	-0.4065,	3,	ASD
7019.05,	Si III,	-0.2472,	3,	ASD
7029.1313,	Fe I,	-0.41,	30,	061
7032.3,		O IV,	0.0632,	3,	ASD
7032.4131,	Ne I,	-0.2581,	6,	023
7036.9,		Ni II,	-0.4112,	30,	100
7037.25,	C III,	0.442,	ur3,	ASD
7037.359,	Ni I,	-0.2343,	30,	095
7046.25,	C II,	-0.3398,	24,	ASD
7047.48,	Si III,	-0.2311,	u3,	ASD
7047.92,	Si IV,	0.4278,	18,	ASD
7050.8,		C IV,	-0.0775,	1,	045
7050.8,		C IV,	0.0774,	1,	045
7053.09,	C II,	-0.0351,	24,	ASD
7053.6,		O IV,	-0.2392,	3,	ASD
7057.81,	Ni II,	-0.4815,	30,	100
7061.2,		C IV,	0.2952,	1,	045
7061.2,		C IV,	0.1825,	1,	045
7062.3,		C IV,	0.4558,	1,	"045,	070"
7062.3,		C IV,	0.3669,	1,	"045,	070"
7062.4,		C IV,	0.4743,	1,	070
7062.4,		C IV,	0.5479,	1,	070
7063.0,		C IV,	0.5077,	1,	070
7063.0,		C IV,	0.4449,	1,	070
7063.68,	C II,	0.0837,	24,	ASD
7065.17714,	He I,	-0.4582,	31,	112
7068.39,	Si IV,	0.174,	18,	ASD
7069.35,	Ni II,	-0.4214,	30,	100
7089.6,		S IV,	-0.0504,	3,	ASD
7095.359,	Ni I,	-0.2487,	30,	095
7109.4,		N IV,	-0.4941,	9,	ASD
7110.08,	O II,	-0.2093,	3,	ASD
7112.48,	C II,	0.002,	24,	ASD
7113.04,	C II,	0.2086,	24,	ASD
7115.63,	C II,	0.3921,	24,	ASD
7116.22,	Ni II,	-0.3098,	30,	100
7119.76,	C II,	-0.4131,	24,	ASD
7119.91,	C II,	0.5494,	24,	ASD
7122.197,	Ni I,	0.0486,	ASD,	095
7123.0,		N IV,	-0.2235,	9,	ASD
7125.72,	C II,	-0.3107,	24,	ASD
7128.76,	Ne III,	0.3216,	3,	008
7128.86,	O II,	-0.4657,	3,	ASD
7133.373,	Ni I,	-0.4353,	30,	095
7134.1,		C II,	-0.4324,	24,	ASD
7137.0,		C III,	0.0445,	3,	ASD
7137.0,		C III,	-0.2265,	3,	ASD
7144.509,	O II,	-0.3349,	3,	ASD
7148.15,	Ca I,	0.1751,	17,	ASD
7151.08,	O II,	0.2073,	3,	ASD
7156.09,	O II,	0.0943,	3,	ASD
7156.701,	O I,	0.2888,	3,	ASD
7164.4476,	Fe I,	-0.3665,	30,	061
7177.523,	He II,	-0.1724,	28,	007
7178.85,	Ne III,	0.6377,	3,	008
7187.317,	Fe I,	-0.0079,	30,	061
7188.08,	Ne III,	-0.111,	3,	008
7197.32,	Ne III,	0.3656,	3,	008
7203.09,	Ne III,	-0.1119,	3,	008
7204.4,		N IV,	-0.2924,	3,	ASD
7207.387,	Fe I,	-0.1979,	30,	061
7210.52,	C III,	0.1554,	3,	ASD
7211.08,	Ne III,	0.0125,	3,	008
7212.24,	C III,	-0.1158,	3,	ASD
7213.21,	Ne II,	-0.4226,	3,	025
7213.49,	C III,	-0.468,	3,	ASD
7220.754,	Ni I,	-0.4982,	ASD,	095
7229.137,	O II,	-0.443,	3,	ASD
7229.62,	Ni II,	0.0043,	30,	100
7231.33,	C II,	0.0357,	24,	ASD
7235.19,	Ne II,	-0.1687,	3,	025
7236.42,	C II,	0.2913,	24,	ASD
7242.09,	Ne III,	-0.2357,	3,	008
7242.09,	Ne III,	0.6296,	3,	008
7243.1,		Ne III,	-0.0897,	3,	008
7243.1,		Ne III,	0.4632,	3,	008
7243.4,		Ne III,	0.2693,	3,	008
7243.4,		Ne III,	-0.1109,	3,	008
7257.18,	Ne III,	-0.443,	3,	008
7259.26,	Ne III,	0.034,	3,	008
7263.04,	Ne III,	-0.4434,	3,	008
7266.209,	Ni I,	-0.1979,	30,	095
7278.264,	O II,	-0.287,	3,	ASD
7284.09,	Ne III,	-0.2382,	3,	008
7290.869,	Ni I,	-0.0168,	30,	095
7293.9,		Ni II,	-0.0191,	30,	100
7296.294,	O II,	-0.0083,	3,	ASD
7306.85,	O III,	-0.3467,	3,	039
7307.12,	O III,	-0.2499,	3,	039
7317.63,	Fe III,	0.8202,	30,	ASD
7319.6,		Fe III,	0.2068,	30,	ASD
7320.1,		Fe III,	0.6454,	30,	ASD
7320.1,		Fe III,	-0.0931,	30,	ASD
7320.2,		Fe III,	-0.4271,	30,	ASD
7320.3,		Fe III,	-0.0448,	30,	ASD
7322.4,		Fe III,	-0.0921,	30,	ASD
7323.0,		Fe III,	0.0645,	30,	ASD
7325.65,	Ni II,	-0.007,	30,	100
7326.145,	Ca I,	-0.1941,	17,	ASD
7332.26,	Ni II,	-0.0862,	30,	100
7355.94,	Cr I,	-0.2846,	ASD,	ASD
7365.35,	O III,	-0.4751,	3,	039
7367.68,	O II,	-0.4192,	3,	ASD
7379.6,		C IV,	0.0245,	3,	045
7381.6,		C IV,	0.2796,	3,	045
7381.931,	Ni I,	-0.0594,	ASD,	095
7386.207,	Ni I,	0.4624,	30,	095
7386.3338,	Fe I,	-0.2676,	30,	061
7389.3982,	Fe I,	-0.4597,	30,	061
7400.23,	Cr I,	-0.11,	ASD,	ASD
7401.117,	Ni I,	-0.1817,	ASD,	095
7408.47,	Si III,	-0.3494,	u3,	ASD
7409.342,	Ni I,	-0.1421,	30,	095
7411.1533,	Fe I,	-0.2993,	30,	061
7414.04,	O III,	-0.3531,	3,	039
7415.6,		O IV,	0.1694,	3,	ASD
7415.6,		O IV,	0.3243,	3,	ASD
7419.312,	Ni I,	-0.3757,	30,	095
7422.275,	Ni I,	-0.1286,	ASD,	095
7433.462,	Ni I,	-0.4485,	30,	095
7434.0,		C III,	-0.356,	3,	ASD
7442.298,	N I,	-0.4007,	15,	ASD
7442.33,	Si III,	-0.3991,	3,	ASD
7445.7492,	Fe I,	-0.1018,	30,	061
7455.36,	O III,	0.2186,	3,	039
7457.38,	Ni II,	-0.2403,	30,	100
7459.3,		Si II,	-0.4826,	3,	ASD
7461.9,		Si III,	-0.3795,	3,	ASD
7462.65,	Si III,	-0.0274,	3,	ASD
7462.75,	Ni II,	-0.0768,	30,	100
7466.32,	Si III,	0.2435,	3,	ASD
7468.312,	N I,	-0.1829,	15,	ASD
7473.241,	O I,	-0.4004,	3,	ASD
7476.439,	O I,	0.3476,	3,	ASD
7477.234,	O I,	-0.4007,	3,	ASD
7479.074,	O I,	0.0764,	3,	ASD
7480.671,	O I,	-0.2759,	3,	ASD
7481.474,	Ni I,	-0.1894,	ASD,	095
7486.56,	C III,	0.4161,	3,	ASD
7486.56,	C III,	0.5764,	3,	ASD
7486.64,	C III,	0.2454,	3,	ASD
7486.72,	C III,	-0.487,	3,	ASD
7486.8,		C III,	-0.487,	3,	ASD
7488.8722,	Ne I,	-0.0123,	6,	023
7491.42,	Ne II,	-0.1848,	3,	025
7495.0658,	Fe I,	0.0531,	30,	061
7500.5,		Ni II,	0.3096,	30,	100
7511.0188,	Fe I,	0.2279,	30,	061
7512.83,	Ne III,	-0.0901,	3,	008
7515.99,	O III,	-0.2621,	3,	039
7521.02,	Ne III,	0.1628,	3,	008
7522.759,	Ni I,	-0.4647,	30,	095
7525.111,	Ni I,	-0.433,	30,	095
7529.54,	Ni II,	-0.1811,	30,	100
7535.7741,	Ne I,	-0.1073,	6,	023
7537.67,	Ni II,	-0.4815,	30,	100
7544.0443,	Ne I,	-0.4815,	6,	023
7552.488,	Ni I,	-0.0218,	30,	095
7555.37,	Ne III,	-0.281,	3,	008
7555.597,	Ni I,	0.0531,	30,	095
7559.644,	Ni I,	-0.1549,	30,	095
7574.042,	Ni I,	-0.4486,	30,	095
7578.15,	C III,	0.2208,	3,	ASD
7578.91,	S II,	0.0777,	22,	ASD
7584.67,	Ne III,	0.4342,	3,	008
7585.1,		Ni II,	0.3674,	30,	100
7591.324,	Ni I,	-0.399,	30,	095
7592.27,	C III,	0.3381,	3,	ASD
7592.754,	He II,	0.022,	28,	007
7594.45,	Ne III,	0.2875,	3,	008
7597.14,	Ni II,	-0.1993,	30,	100
7600.68,	Ne III,	0.0653,	3,	008
7603.51,	Ni II,	0.3201,	30,	100
7604.63,	Ne II,	-0.1579,	3,	025
7609.964,	Ni I,	-0.4789,	30,	095
7612.36,	Si III,	0.6345,	3,	ASD
7612.75,	C III,	0.4521,	3,	ASD
7616.03,	Ne III,	0.1593,	3,	008
7616.976,	Ni I,	0.1173,	30,	095
7618.32,	Ne III,	-0.318,	3,	008
7620.07,	Ne III,	-0.3181,	3,	008
7622.06,	Ne III,	0.43,	3,	008
7622.69,	Ne III,	-0.1933,	3,	008
7629.74,	S II,	-0.0355,	22,	ASD
7630.5,		Si IV,	-0.1151,	18,	ASD
7638.34,	Ni II,	-0.466,	30,	100
7644.75,	Ni II,	-0.2549,	30,	100
7649.19,	Ne III,	-0.0452,	3,	008
7651.28,	Ne III,	0.1765,	3,	008
7654.56,	Si IV,	0.1891,	18,	ASD
7654.79,	Ne III,	0.3225,	3,	008
7657.249,	Ni I,	-0.3242,	30,	095
7673.74,	Ni II,	-0.02,	30,	100
7678.75,	Si IV,	0.817,	1,	ASD
7678.75,	Si IV,	0.9297,	1,	ASD
7686.4,		N III,	0.4511,	3,	ASD
7687.1,		N III,	0.606,	3,	ASD
7706.61,	C IV,	0.5189,	1,	045
7707.33,	C IV,	0.6739,	1,	045
7707.43,	C III,	-0.2364,	3,	ASD
7715.575,	Ni I,	-0.3565,	30,	095
7718.79,	Si IV,	1.1653,	1,	ASD
7718.79,	Si IV,	1.0764,	1,	ASD
7723.82,	Si IV,	1.3763,	1,	ASD
7723.82,	Si IV,	1.3027,	1,	ASD
7723.9,		C IV,	0.9356,	1,	045
7723.9,		C IV,	0.8229,	1,	045
7725.8,		C IV,	1.1657,	1,	"045,	070"
7725.8,		C IV,	1.0768,	1,	"045,	070"
7726.3,		C IV,	1.3772,	1,	070
7726.3,		C IV,	1.3036,	1,	070
7726.6,		C IV,	-0.4252,	1,	045
7726.6,		C IV,	-0.2703,	1,	045
7727.61,	Ni I,	-0.3883,	30,	095
7735.0,		C IV,	-0.1808,	1,	045
7735.0,		C IV,	-0.0681,	1,	045
7736.7,		C IV,	0.0856,	1,	070
7736.7,		C IV,	0.1592,	1,	070
7736.7,		C IV,	-0.0122,	1,	"045,	070"
7736.7,		C IV,	0.0767,	1,	"045,	070"
7736.7,		C IV,	0.1529,	1,	070
7736.7,		C IV,	0.0901,	1,	070
7739.2,		C IV,	-0.4694,	1,	045
7745.03,	Ne II,	0.2021,	3,	025
7745.19,	Ni II,	-0.4685,	30,	100
7748.884,	Ni I,	-0.1851,	30,	095
7762.24,	N II,	-0.4159,	12,	030
7764.87,	Ni II,	0.0043,	30,	100
7771.944,	O I,	0.3537,	15,	ASD
7774.166,	O I,	0.2075,	15,	ASD
7775.388,	O I,	-0.0145,	15,	ASD
7780.41,	C III,	-0.3194,	3,	ASD
7780.5567,	Fe I,	0.0294,	30,	061
7787.0,		Ne III,	-0.3922,	3,	008
7787.2,		Ne III,	0.5109,	3,	008
7787.37,	Ne III,	-0.3922,	3,	008
7787.37,	Ne III,	0.6712,	3,	008
7787.72,	Ni II,	-0.2269,	30,	100
7796.0,		C III,	-0.0984,	3,	ASD
7797.58,	Ni I,	-0.1851,	30,	095
7798.39,	Ni II,	-0.3915,	30,	100
7800.05,	Ni II,	0.243,	30,	100
7800.74,	Ni II,	0.3692,	30,	100
7804.27,	Ni II,	0.5119,	30,	100
7807.61,	Ni II,	0.5955,	30,	100
7811.73,	Ni II,	-0.3019,	30,	100
7818.54,	Ni II,	0.1335,	30,	100
7824.73,	Ni II,	-0.1361,	30,	100
7824.74,	Ni II,	0.2279,	30,	100
7832.1956,	Fe I,	0.1106,	30,	061
7832.37,	O III,	-0.07,	3,	039
7839.38,	O III,	0.1515,	3,	039
7848.82,	Si II,	0.3152,	3,	ASD
7849.72,	Si II,	0.47,	3,	ASD
7852.83,	Ni II,	0.0531,	30,	100
7860.5,		C IV,	-0.4856,	1,	"045,	070"
7860.5,		C IV,	-0.3967,	1,	"045,	070"
7861.5,		C IV,	-0.3998,	1,	070
7861.5,		C IV,	-0.3262,	1,	070
7861.5,		C IV,	-0.3941,	1,	070
7861.5,		C IV,	-0.3313,	1,	070
7862.94,	Ne II,	-0.2058,	3,	025
7871.92,	Ne II,	-0.157,	3,	025
7873.54,	O III,	-0.3166,	3,	039
7873.87,	Ne II,	-0.173,	3,	025
7875.01,	Ni II,	0.3748,	30,	100
7876.2,		Ni II,	-0.4461,	30,	100
7876.3,		S IV,	-0.3287,	3,	ASD
7877.05,	Mg II,	0.4035,	19,	ASD
7880.62,	Ni II,	0.5575,	30,	100
7881.2,		S IV,	0.06,	3,	ASD
7882.8,		S IV,	-0.1249,	3,	ASD
7886.03,	Ni II,	0.0828,	30,	100
7886.273,	O I,	0.235,	3,	ASD
7896.04,	Mg II,	-0.2964,	19,	ASD
7896.37,	Mg II,	0.6579,	19,	ASD
7897.62,	N II,	-0.1961,	3,	030
7898.982,	N I,	-0.0792,	3,	ASD
7905.44,	Ni II,	0.2122,	30,	100
7911.52,	Si II,	-0.4542,	3,	ASD
7915.419,	N I,	-0.3354,	3,	ASD
7920.19,	Ni II,	-0.2941,	30,	100
7921.0,		Fe III,	1.1004,	30,	ASD
7921.0,		Fe III,	0.1303,	30,	ASD
7921.0,		Fe III,	0.3284,	30,	ASD
7921.0,		Fe III,	0.9782,	30,	ASD
7921.0,		Fe III,	0.3838,	30,	ASD
7921.0,		Fe III,	0.8432,	30,	ASD
7922.0,		Fe III,	0.3617,	30,	ASD
7922.0,		Fe III,	0.692,	30,	ASD
7922.0,		Fe III,	0.2718,	30,	ASD
7922.0,		Fe III,	0.5159,	30,	ASD
7923.84,	S I,	-0.3073,	7,	ASD
7932.348,	Si I,	-0.3518,	3,	ASD
7932.9,		S IV,	0.221,	3,	ASD
7937.1393,	Fe I,	0.2253,	30,	061
7943.998,	Si I,	-0.1921,	3,	ASD
7945.8463,	Fe I,	0.2253,	30,	061
7948.6,		C IV,	-0.4849,	3,	045
7949.4,		C IV,	-0.2297,	3,	045
7952.33,	Ni II,	0.1303,	30,	100
7957.54,	Ni II,	0.0453,	30,	100
7962.45,	Ni II,	0.4728,	30,	100
7963.32,	O III,	-0.0682,	3,	039
7971.92,	Ni II,	0.281,	30,	100
7975.3,		Ni II,	0.4133,	30,	100
7975.52,	Ni II,	0.1004,	30,	100
7998.09,	Ni II,	-0.4271,	30,	100
7998.56,	Ni II,	-0.1891,	30,	100
7998.9445,	Fe I,	0.1492,	30,	061
7998.96,	Ni II,	0.2601,	30,	100
8004.5,		Fe III,	0.5224,	30,	ASD
8007.9,		Fe III,	-0.0339,	30,	ASD
8007.9,		Fe III,	0.6637,	30,	ASD
8011.3,		Fe III,	-0.082,	30,	ASD
8014.6,		Fe III,	0.1399,	30,	ASD
8014.7,		Fe III,	0.933,	30,	ASD
8015.8,		Ni II,	-0.3151,	30,	100
8017.9,		Fe III,	1.0531,	30,	ASD
8017.9,		Fe III,	-0.02,	30,	ASD
8018.9,		N III,	0.8239,	3,	ASD
8019.5,		N III,	0.9366,	3,	ASD
8021.15,	C III,	0.5293,	3,	ASD
8024.87,	Ni II,	-0.2329,	30,	100
8025.98,	Ni II,	0.3345,	30,	100
8035.33,	Ni II,	-0.2097,	30,	100
8039.66,	Ni II,	-0.1308,	30,	100
8040.91,	Ni II,	0.1523,	30,	100
8044.02,	Ni II,	0.3385,	30,	100
8044.55,	Si II,	-0.4354,	3,	ASD
8046.0466,	Fe I,	0.0294,	30,	061
8053.94,	Ni II,	-0.0788,	30,	100
8064.19,	Ne III,	-0.4469,	3,	008
8066.76,	Ne III,	-0.2252,	3,	008
8071.3,		N IV,	-0.4063,	3,	ASD
8076.64,	C II,	-0.459,	24,	ASD
8085.1717,	Fe I,	-0.1209,	30,	061
8093.0,		Ni II,	0.3979,	30,	100
8096.75,	Ni II,	0.7101,	30,	100
8103.3,		Ni II,	0.2625,	30,	100
8106.26,	Ni II,	0.3748,	30,	100
8114.21,	Ni II,	0.5145,	30,	100
8120.97,	Ni II,	-0.4473,	30,	100
8121.46,	Ni II,	-0.1481,	30,	100
8121.49,	Ni II,	0.5079,	30,	100
8124.4,		N IV,	-0.1381,	3,	ASD
8126.42,	Ni II,	0.1987,	30,	100
8133.1,		Ca II,	-0.4703,	1,	ASD
8136.4058,	Ne I,	-0.2306,	6,	023
8139.6,		C II,	-0.479,	24,	"ASD,	070"
8141.93,	Ni II,	0.3802,	30,	100
8147.68,	S I,	-0.4533,	UR3,	ASD
8159.6,		N IV,	-0.334,	3,	ASD
8163.53,	Ni II,	0.4048,	30,	100
8163.71,	Ni II,	0.3345,	30,	100
8166.233,	N I,	-0.102,	3,	ASD
8172.15,	O III,	0.3279,	3,	039
8172.21,	Ni II,	0.2305,	30,	100
8175.58,	Ni II,	-0.4935,	30,	100
8183.255,	Na I,	0.2433,	19,	ASD
8183.72,	Ni II,	0.3856,	30,	100
8184.861,	N I,	-0.3049,	15,	ASD
8188.012,	N I,	-0.2975,	15,	ASD
8190.5,		Si III,	0.7541,	3,	ASD
8190.95,	Si III,	0.8722,	3,	ASD
8191.08,	Si III,	-0.3039,	3,	ASD
8191.68,	Si III,	0.9873,	3,	ASD
8192.32,	Si III,	-0.304,	3,	ASD
8194.79,	Na I,	-0.4562,	19,	ASD
8194.824,	Na I,	0.4981,	19,	ASD
8201.72,	Ca II,	0.3114,	1,	ASD
8201.763,	N I,	-0.2957,	3,	ASD
8209.7,		Ni II,	0.3598,	30,	100
8211.94,	Si III,	0.3084,	3,	ASD
8212.0,		Si III,	0.0751,	3,	ASD
8212.3,		Si III,	0.1932,	3,	ASD
8212.43,	Ni II,	-0.2573,	30,	100
8213.99,	Mg II,	-0.2705,	18,	ASD
8216.336,	N I,	0.1383,	15,	ASD
8220.3776,	Fe I,	0.3711,	30,	061
8221.824,	O I,	0.3125,	3,	ASD
8222.95,	Mg II,	-0.4887,	1,	ASD
8223.128,	N I,	-0.2747,	15,	ASD
8230.001,	O I,	0.0588,	3,	ASD
8233.003,	O I,	-0.1298,	3,	ASD
8234.64,	Mg II,	0.0319,	18,	ASD
8235.4,		Fe III,	1.3692,	30,	ASD
8235.4,		Fe III,	0.1106,	30,	ASD
8235.4,		Fe III,	1.0899,	30,	ASD
8235.4,		Fe III,	0.1106,	30,	ASD
8235.4,		Fe III,	0.941,	30,	ASD
8235.4,		Fe III,	0.4377,	30,	ASD
8235.4,		Fe III,	0.3784,	30,	ASD
8235.4,		Fe III,	0.7959,	30,	ASD
8235.6,		Fe III,	0.8871,	30,	ASD
8235.6,		Fe III,	0.3997,	30,	ASD
8235.7,		Fe III,	0.2253,	30,	ASD
8235.7,		Fe III,	0.8028,	30,	ASD
8236.18,	Ni II,	0.5198,	30,	100
8236.5,		Fe III,	1.1335,	30,	ASD
8236.5,		Fe III,	-0.3344,	30,	ASD
8236.7,		Fe III,	0.1335,	30,	ASD
8236.7,		Fe III,	0.8519,	30,	ASD
8236.78,	He II,	0.2608,	28,	007
8236.8,		Fe III,	0.1903,	30,	ASD
8236.8,		Fe III,	0.0569,	30,	ASD
8236.8,		Fe III,	0.993,	30,	ASD
8236.8,		Fe III,	0.9571,	30,	ASD
8236.9,		Fe III,	0.8982,	30,	ASD
8240.6,		Si IV,	-0.1449,	18,	ASD
8240.6,		Si IV,	-0.2997,	18,	ASD
8242.389,	N I,	-0.2718,	15,	ASD
8244.33,	Ne II,	-0.462,	3,	025
8245.41,	Ni II,	-0.1169,	30,	100
8248.35,	Ni II,	0.2253,	30,	100
8248.8,		Ca II,	0.5698,	1,	ASD
8253.03,	Ni II,	0.233,	30,	100
8254.72,	Ca II,	-0.3836,	1,	ASD
8256.06,	Ni II,	0.49,	30,	100
8257.4,		N IV,	-0.2059,	3,	ASD
8258.25,	S II,	-0.3082,	22,	ASD
8262.57,	Si III,	0.7111,	3,	ASD
8265.65,	Si III,	-0.0373,	3,	ASD
8269.33,	Si III,	0.4397,	3,	ASD
8271.39,	Si III,	-0.0376,	3,	ASD
8271.95,	Si III,	0.0873,	3,	ASD
8272.33,	C III,	-0.4671,	3,	ASD
8277.32,	Ne II,	0.2175,	3,	025
8288.3,		O II,	-0.3726,	3,	ASD
8296.54,	C III,	-0.308,	3,	ASD
8296.62,	Ni II,	0.1903,	30,	100
8300.3236,	Ne I,	0.0043,	6,	023
8314.59,	S II,	-0.4818,	22,	ASD
8314.99,	Ne II,	-0.0643,	3,	025
8317.04,	C III,	-0.4037,	3,	ASD
8321.16,	C III,	-0.4857,	3,	ASD
8324.91,	Fe III,	0.2529,	30,	ASD
8332.99,	C III,	0.403,	3,	ASD
8335.15,	C I,	-0.4845,	3,	ASD
8339.06,	Ne II,	-0.1178,	3,	025
8341.6,		C III,	0.2422,	3,	ASD
8341.96,	Si III,	-0.2754,	U3,	ASD
8342.7,		O II,	-0.3017,	3,	ASD
8347.95,	C III,	0.0712,	3,	ASD
8350.26,	Ni II,	0.3304,	30,	100
8358.86,	O III,	0.3139,	3,	039
8358.93,	Ne II,	-0.468,	3,	025
8359.22,	Fe III,	0.3927,	30,	ASD
8361.95,	Ni II,	-0.1068,	30,	100
8372.11,	Ne II,	0.1358,	3,	025
8375.84,	O II,	0.2706,	3,	ASD
8377.6065,	Ne I,	0.6749,	6,	023
8379.1,		C IV,	-0.3496,	3,	045
8381.77,	O II,	-0.4109,	3,	ASD
8381.8,		C IV,	-0.0487,	3,	045
8386.4,		N III,	-0.4699,	3,	ASD
8403.38,	O II,	-0.0106,	3,	ASD
8405.9,		C III,	0.0782,	3,	"ASD,	070"
8406.1,		C III,	0.1963,	3,	"ASD,	070"
8406.4,		C III,	0.3115,	3,	"ASD,	070"
8407.21,	Ni II,	0.4942,	30,	100
8413.21,	Ne II,	-0.3928,	3,	025
8413.3,		C II,	0.5376,	3,	ASD
8413.5,		C II,	0.6545,	3,	ASD
8414.4,		C II,	0.2865,	3,	ASD
8414.4,		C II,	0.4134,	3,	ASD
8415.88,	O II,	-0.4127,	3,	ASD
8416.5,		Fe III,	0.5051,	30,	ASD
8418.4274,	Ne I,	-0.082,	6,	023
8422.06,	Ne III,	0.0082,	3,	008
8422.42,	Ne II,	-0.2175,	3,	025
8425.91,	Ni II,	0.3075,	30,	100
8429.0,		C II,	-0.3887,	3,	ASD
8434.38,	Ni II,	0.5038,	30,	100
8436.49,	Si III,	0.1942,	u3,	ASD
8438.74,	N II,	-0.2136,	12,	030
8446.247,	O I,	-0.468,	15,	ASD
8446.359,	O I,	0.231,	15,	ASD
8446.758,	O I,	0.009,	15,	ASD
8473.35,	Ni II,	-0.0448,	30,	100
8477.13,	Fe III,	0.3139,	30,	ASD
8479.7,		Fe III,	0.5353,	30,	ASD
8481.38,	Fe III,	0.4886,	30,	ASD
8482.74,	Ne III,	0.292,	3,	008
8483.13,	Ne II,	-0.441,	3,	025
8486.03,	Ni II,	0.0374,	30,	100
8489.08,	Ni II,	0.658,	30,	100
8491.87,	Ni II,	-0.065,	30,	100
8495.3598,	Ne I,	0.4742,	6,	023
8500.32,	C III,	-0.4806,	9,	ASD
8503.94,	Ni II,	-0.3325,	30,	100
